category	labels	no	body
fact	1		ニュースを知るために主に利用するメディア（複数回答）で、新聞を選んだ人は５０％だった。
fact	1		最も多かったのは「民放テレビ」の６３％で、次いで「ＮＨＫテレビ」「ニュースを集めたポータルサイトやニュースアプリ（ヤフーニュースなど）」の各５１％だった。
fact	1		立川〜西立川駅間で発生した人身事故の影響で、青梅線は立川〜青梅駅間の下り線(青梅方面行)の運転を見合わせていましたが、07:30現在、運転を再開しています。
fact	1		IAEA=国際原子力機関のグロッシ事務局長は12日、ウクライナ南部のザポリージャ原発が外部電源を一時、失ったと明らかにしました。
fact	1		パリ市は今回、公園や広場にパブリックビューイングのために巨大スクリーンと音響設備、さらに仮設の観客席を設置しないことを明らかにした。
fact	1		これまではパリ4区にあるセーヌ川に面したパリ市庁舎前の広場やエッフェル塔の横にあるシャン・ド・マルス公園に設置されていた。
fact	1		フランス第2の都市リヨンも10月5日朝、パブリックビューイング会場の設置を市として行わないことを発表。
fact	1		またマルセイユ、ボルドー、ストラスブール、ランスなどもパブリックビューイングの会場設置を見送ることを決めた。
fact	1		朝鮮中央通信は１３日、北朝鮮が１２日に「長距離戦略巡航ミサイル」２発の試験発射を行ったと報じた。
fact	1		循環取引の手口で、商社から2億円以上をだまし取った疑いで、元社員が逮捕された。
fact	1		日米欧の先進７カ国（Ｇ７）は１２日、財務相・中央銀行総裁会議を米ワシントンで開いた。
fact	1		米財務省が公表した同会議の声明は、ロシアによるウクライナ侵攻などを受け、多くの国の通貨が著しく変動していることへの懸念を表明。
fact	1		「世界平和統一家庭連合」いわゆる“統一教会”をめぐり、元2世信者の記者会見を行っている最中に、教団側が「精神に異常をきたしている」など中止を求める文書を送っていました。
fact	1		日本自動車連盟（ＪＡＦ）と警察庁は１４日、チャイルドシートの使用状況の調査結果を発表した。
fact	1		米政権がロシア製アルミニウム輸入の制限を検討していることが１２日、関係筋の話で分かった。
fact	1		ウクライナ各地では１０━１１日、ロシアのミサイル攻撃を受け、民間人の死傷者が出たほか、電力や水、暖房などのインフラが一部破壊された。
fact	1		ホワイトハウス高官はブルームバーグの報道について「われわれは常にあらゆる選択肢を検討している。現時点でアルミ禁輸に関する動きはない」とコメントした。
fact	1		報道を受け、ロンドン金属取引所（ＬＭＥ）ではアルミ価格が一時７．３％高の１トン２４００ドルまで急騰した。
fact	1		日本放送協会(NHK)は11日、テレビを設置しながら期限までに受信契約の申し込みをしなかった場合などに徴収できる割増金制度を記した規約素案を公表した。
fact	1		素案では、受信契約申込み期限を“受信機設置月の翌々月末日まで”、割増金の倍数を“2倍”と設定し、2023年4月からの運用目標が示された。
fact	1		受信機の設置の翌々月の末日までに、正当な理由なく受信契約をしない場合は、所定の受信料の2倍に相当する額の割増金を請求できると定めた。
fact	1		翌々月末日という設定について、素案では「2〜3か月の申込期間があれば視聴者からNHKに対し十分に受信契約を申込みいただくことができ、NHKからも申込みを促す等の必要な案内が可能」と記載。
fact	1		今回のこの申込み期限は、すでに「地上契約」を結んでいて、新たに衛星放送の受信設備を設置した場合も同様に適用する、としている。
fact	1		なお、今回の変更規約の施行“以前”の受信機設置者の割増金の取扱いについても記載。
fact	1		契約申込み期限は「変更後の受信規約施行日の翌々月末日まで」、割増金請求期間は「変更後の受信規約施行後の期間分」とした。
fact	1		なお、法改正時の付帯決議(抜粋)においても、「協会は、受信契約の締結に応じない者を対象とする割増金制度について、まず受信契約についての理解を得るため最大限努力し、真にやむを得ない場合にのみ割増金の徴収を行なうこと」と記されている。
fact	1		立憲民主党と日本維新の会は12日、いわゆる統一教会の被害者らを対象とした「救済法案」の内容で大筋合意し、今月17日にも、共同で国会に提出することになりました。
fact	1		14日午後8時45分ごろ、三重県桑名市の伊勢湾岸自動車道上り線で、複数の車両が絡む事故があったと110番があった。
fact	1		合わせて「アウディ R8」をベース車に製作したラッピングカーも展示される。
fact	1		10月初旬にマイナス0.5等前後だった明るさは、下旬にはマイナス1.2等になり、ひときわ目をひく赤い輝きを放っています。
fact	1		これが外惑星の「逆行」です。
fact	1		英国のトラス首相は14日、クワーテング財務相を解任した。
fact	1		後任の財務相には日本通のハント元外相が任命された。
fact	1		トラス氏は14日に記者会見し、大型減税策のうち、法人税率引き上げの凍結方針を取りやめると発表した。
fact	1		神戸空港は、１４日午後８時過ぎから全ての空港の滑走路を、一時閉鎖しました。
fact	1		神戸空港は、午後９時１０分に全面再開しています。
fact	1		北海道での女子大生遺体遺棄事件で、逮捕された男が「自殺願望のある人たちと、SNSでやりとりしていた」と、供述していることがわかった。
fact	1		無職の小野勇容疑者(53)は、札幌市で、女子大生の瀬川結菜さん(22)の遺体を遺棄した疑いで逮捕された。
fact	1		海上保安庁は14日、高橋さんは人命救助の最中に事故に巻き込まれたと発表した。
fact	1		その2日後、沖縄県名護市の沖合300メートルほど離れたところで、浮いている高橋さんを発見。同日死亡が確認された。
fact	1		同本部はこれらの情報を基に調査。
fact	1		米軍の準機関紙『Stars and Stripes』が、同県の人気ダイビングスポットで離岸流により溺れていた3人を救出した米陸軍将校の記事を掲載。
fact	1		高橋さんは1986年に連載デビューし、代表作となった『遊☆戯☆王』は『週刊少年ジャンプ』で1996年9月から2004年3月まで連載。
fact	1		熱帯から温帯に分布し、国際自然保護連合（ＩＵＣＮ）の絶滅危惧Ⅱ類に分類されているオサガメの死骸が北海道根室市郊外の河口に漂着した。
fact	1		打ち上げられたのは１０月９日。漬物石を取りに来た市内の男性が見つけた。
fact	1		イスラム教を国教とするイランでは、女性にヘジャブと呼ぶスカーフで頭髪を覆うことを義務付けている。
fact	1		米国のトランプ前政権が2018年にイラン核合意から離脱し、対イラン制裁を復活させた。
fact	1		国際社会も反発を強めている。
fact	1		イスラム教を国教とするイランでは、女性にヘジャブと呼ぶスカーフで頭髪を覆うことを義務付けている。
fact	1		暴行を疑う市民らの抗議デモが広がり、治安部隊との衝突で死者も増えている。
fact	1		イランで頭髪を覆うスカーフの着用をめぐって当局に拘束された女性が急死した。
fact	1		人口減少は既に始まっている。
fact	1		習氏は今回、新たな発展モデルとして「中国式現代化」を打ち出した。
fact	1		新築住宅の販売面積は前年に比べ2～4割も減る異常事態が続いた。
fact	1		日立製作所はAIをつかってインフルエンザの流行を予想する「感染症予報」を始めた。
fact	1		そこで風量などから送電線ネットワークの時々刻々の温度変化を推計し、流せる電流の上限値を正確に把握できるようにした。
fact	1		送電線は温度によって流せる電流の大きさが規定される。
fact	1		例えば富士通は中国電力と共同で進める送電線の温度データを収集する技術を披露した。
fact	1		3年ぶりのリアル開催となる日本最大級のIT見本市「シーテック2022」が千葉市で始まり、ヘルスケアや環境、生産性の向上に役立つ技術や解決手法が提示された。
fact	1		使用率は７４・５％（前回比４・０ポイント増）で過去最高となり、京都は７３・３％（同１０・２ポイント増）、滋賀は７６・０％（同１６・０ポイント増）だった。
fact	1		第２次安倍政権下での教団の名称変更の経緯も未解明だ。
fact	1		調査は、道交法でチャイルドシートの使用が義務付けられている６歳未満の子どもを対象に、４〜６月に全国で実施した。
fact	1		世界平和統一家庭連合（旧統一教会）への「調査」を実施するよう担当大臣に指示した。
fact	1		宗教法人法に基づく「報告徴収・質問権」の初の行使に踏み出し、被害者救済法案の今国会提出も表明した。
fact	1		審議会でも、慎重派委員から「国民各層とのコミュニケーション、結果ありきでないオープンな議論が必要」との意見が出た。
fact	1		原発に懐疑的な視点から意見を述べる人はごく一部しかいない。
fact	1		委員の多くは、原子力研究者や電力業界と関わりが深い有識者、経済人だ。
fact	1		審議会の議題と人選は経産省が決めている。
fact	1		ところが、岸田首相は８月、再稼働の加速、運転期間の延長、新型炉建設の検討を指示した。
fact	1		政府はこれまで、１１年前の福島第一原発事故の教訓を踏まえて、原発は「可能な限り依存度を低減する」としてきた。
fact	1		国家が開発を主導していた時代と比べ、開発のスピードも速い。
fact	1		宇宙開発は民間の参入で低コスト化が進んでいる。
fact	1		２号機以降は、運用がＪＡＸＡから民間のＩＨＩエアロスペース社に移管される。
fact	1		２３年度には、イプシロンの後継機「イプシロンＳ」初号機の打ち上げが予定されている。
fact	1		Ｈ２Ａの後継となる「Ｈ３」も開発が遅れている。
fact	1		日本の基幹ロケットの打ち上げ失敗は、２００３年のＨ２Ａ６号機以来だ。
fact	1		世界で人工衛星の打ち上げ市場を席巻している米新興企業スペースＸも、度重なる打ち上げ失敗を乗り越えて現在に至っている。
fact	1		ただ、歴史的に見ても、宇宙開発に失敗はつきものだ。
fact	1		近年、多数の小型衛星を打ち上げ、通信や地上観測に使う需要が増している。
fact	1		イプシロンは今回、初めて商業衛星の打ち上げを受注した。
fact	1		鹿児島県から打ち上げられた６号機は、打ち上げの数分後、２段目と３段目の切り離し前に予定のコースを外れたため、地上からの指令で破壊された。
fact	1		搭載していた新興企業や大学の小型人工衛星８基も失われた。
fact	1		使用率は過半数を下回っていた２０００年代前半から上昇傾向にあり、今回はコロナ禍前の２０１９年の前回調査から４・０ポイント増えて７４・５％になった。
fact	1		全国８地域を対象にチャイルドシートの取り付け状況や着座状況も調査。
fact	1		ＪＡＦ京都支部や滋賀支部などは、チャイルドシートの使い方を学ぶ講習会を定期的に開いている。
fact	1		北朝鮮当局の下部組織とされるハッカー集団「ラザルス」が日本国内の暗号資産（仮想通貨）交換業者にサイバー攻撃をしているとして、取引に関わる個人や交換業者に注意喚起した。
fact	1		国内業者の被害が確認され、警察庁サイバー警察局などが調査した結果、ラザルスの関与が判明した。
fact	1		4月にサイバー警察局が発足後、実施は初めて。
fact	1		14年ぶりに亀山薫(寺脇康文)が復帰したドラマ『相棒21』(テレビ朝日)が、10月12日にスタートしました。
fact	1		13日夕方、沖縄県竹富町の小浜島沖で、マリンスポーツのSUP(スタンドアップパドルボード)に乗っていた女性が沖に流され、およそ14時間後、40キロほど離れた海上で救助されました。
fact	1		石垣海上保安部によりますと、13日午後6時頃、小浜島の海岸付近で、「SUP」に乗っていた大阪府の27歳の夫婦と、ツアーガイドの19歳の男性が強風で沖に流されました。
fact	1		14時間近くたった14日午前7時40分ごろ、小浜島からおよそ40キロ離れた海上で、SUPに乗って漂流していた女性を発見し、ヘリコプターでつり上げて救助しました。
fact	1		欧州連合の外相に当たるジョセップ・ボレル外交安全保障上級代表は13日、ロシアのウラジーミル・プーチン大統領がウクライナに核兵器を使用すれば、欧米の軍事的対応によってロシア軍は「壊滅」すると警告した。
fact	1		外食需要の喚起策「Go Toイート」事業をめぐって、東京都で、今月26日から、食事券の販売が再開されることが分かった。
fact	1		小池知事が、午後2時からの定例会見で明らかにした。
fact	1		「Go Toイート」は、新型コロナウイルスの影響で、売り上げた落ち込んだ外食産業を支援する、農林水産省の事業。食事券を購入すると、その額に25％が上乗せされた分を利用することができる。
fact	1		しかし、コロナの感染拡大に伴い、東京都では、2020年11月27日から、食事券の販売･利用が中断されていた。
fact	1		東京都では、今月20日から、観光支援策の「全国旅行支援」=「ただいま東京プラス」をスタートさせる予定で、都民割とも併用可能となっている。
fact	1		消費者庁は１４日、「日本アムウェイ合同会社」（東京都渋谷区）に対し、連鎖販売取引（マルチ商法）について社名や目的を言わずに勧誘したことなどが特定商取引法違反に当たるとして、６カ月の取引停止命令と、再発防止策を講じることなどを求める「指示処分」を出した。
fact	1		同社への行政処分は初めて。
fact	1		消費者庁は１４日、「日本アムウェイ合同会社」（東京都渋谷区）に対し、連鎖販売取引（マルチ商法）について社名や目的を言わずに勧誘したことなどが特定商取引法違反に当たるとして、６カ月の取引停止命令と、再発防止策を講じることなどを求める「指示処分」を出した。
fact	1		円安水準を更新する円相場について解説した。
fact	1		円安に歯止めがかからなくなっている。
fact	1		政府は九月二十二日、急激な円安を防ぐため二十四年ぶりに円買い・ドル売り介入を実施した。
fact	1		ところが日銀の黒田東彦総裁が円安に拍車をかける金融緩和を「当面続ける」と再三発言している。
fact	1		確かに二〇一三年以降の大規模金融緩和は雇用と株価を支えた。
fact	1		しかし企業業績が上向いて賃上げが実施され消費が伸びるという好循環は起きなかった。
fact	1		岸田文雄首相は輸出関連の中小企業を支援する姿勢を打ち出した。
fact	1		帝国データバンクの調査では、本年度上半期の物価高倒産が過去最多を記録した。
fact	1		ドル建ての借金が多い途上国はドル高騰のダメージが極めて大きい。
fact	1		「一票の格差」が最大三・〇三倍だった七月の参院選について、大阪高裁は「違憲状態」と判断した。
fact	1		憲法前文では「国民は国会議員を通じて行動する」旨の代表民主制が規定されている。
fact	1		七月の参院選は、議員一人当たりの有権者数が最少の福井選挙区と最多の神奈川選挙区とでは、格差は三・〇三倍あった。
fact	1		「憲法が求める投票価値の平等に反する」として、選挙無効を求めた訴訟の判決で、大阪高裁はまず「国民の意思を適正に反映する選挙制度が民主政治の基盤」であることを確認した。
fact	1		そのうえで三倍超の不平等を「軽視することはできない」と明確に述べた。
fact	1		「鳥取・島根」「高知・徳島」をそれぞれ一つに「合区」する公職選挙法の改正は二〇一五年。
fact	1		それから「約七年継続しており、選挙制度の見直しが行われなければ、格差は継続し、常態化が危惧される」とも言及した。
fact	1		そう判決で指摘された。
fact	1		訴訟は全国十四の高裁・支部に起こされた。
fact	1		仮に全国を十一ブロックのみの選挙にする方法だと、格差は一・一三倍まで縮小する。
fact	1		ブロック制はかつて故西岡武夫参院議長が提案した方法でもある。
fact	1		河野太郎デジタル相が現行の健康保険証を二〇二四年秋に廃止し、マイナンバーカードと一体化した「マイナ保険証」に切り替えると発表した。
fact	1		昨年十月に本格稼働したマイナ保険証を持つ人は全人口の二割にすぎない。
fact	1		マイナンバー制度は一六年に導入されたが、カード普及率は国民の約半数にとどまる。
fact	1		実際、国からマイナンバーカードなどの個人情報入力を委託された業者が無断で再委託し、情報流出が懸念された事案も起きた。
fact	1		政府はマイナ保険証で、転職などの際には保険証を切り替える必要がなくなり、投薬履歴も確認しやすくなると利点を挙げる。
fact	1		しかし、カードに内蔵される電子証明書の交換期限は五年で、五年ごとに更新が必要になる。
fact	1		受診のたびに認証操作が必要で、認知症の人の場合、第三者が暗証番号を扱わねばならない。
fact	1		紛失時の受診をどうするかなど、具体的な対応は先送りされている。
fact	1		読み取り機の導入など、マイナ保険証に対応できる医療機関や薬局もいまだ約三割にとどまる。
fact	1		スイスの経営大学院IMDが、デジタル技術を活用し、生産性を上げたりビジネスを創出したりする国・地域の力を比較した「世界デジタル競争力ランキング」の2022年版で、日本は63カ国・地域中29位と過去最低となった。
fact	1		1位はデンマーク、2位は米国だった。
fact	1		ランクの基になる54項目の評価の中身をみると、政府よりも企業が劣後していることが分かる。
fact	1		アジアではシンガポールが4位、韓国が8位に入った。
fact	1		日本は遡れるデータで最も古い13年の20位の後、一貫して低落傾向が続く。
fact	1		日本の項目別の評価をみると、「上級管理職の国際経験」「機会と危機への企業の即応力」「企業の俊敏性」「企業の意思決定でのビッグデータの活用度」の4項目で最下位だった。
fact	1		また、「デジタル・IT（情報技術）のスキルを持つ人材の豊富さ」では62位で、ベネズエラの次に低かった。
fact	1		政府は全世代型社会保障構築会議で、少子化対策の議論を進めている。
fact	1		育休は原則子どもが1歳になるまで取得でき、雇用保険から給付金を受けられる。
fact	1		最初の180日間は休業前賃金の67%、それ以降は50%相当だ。
fact	1		労使で負担している雇用保険料が主な財源になっている。
fact	1		利用は年々増え、2021年度の給付額は約6456億円と10年前の倍以上になった。
fact	1		ただし、この給付は雇用保険の要件を満たさない非正規労働の人などは対象外だ。
fact	1		会議では原則42万円の出産育児一時金の増額も議論の対象になっている。
fact	1		日本の出生数は21年、約81万2千人にとどまった。
fact	1		政府の推計より7年ほど早いペースで減少している。
fact	1		岸田文雄首相は少子化対策を「未来への投資」と位置付ける。
fact	1		国連の障害者権利委員会が、日本の障害者政策を初めて審査し、精神科医療や障害者教育などについて改善を勧告した。
fact	1		審査は日本が二〇一四年に批准した、障害によるあらゆる差別を禁じた障害者権利条約に基づいて行われた。
fact	1		権利委は日本の障害者政策が条約の趣旨に合致しているか否かを審査し、総括所見を公表した。
fact	1		所見冒頭で懸念を指摘したのは日本の政策が、健常者が障害者に「やってあげる」というパターナリズム（父権主義）に偏っているという点だ。
fact	1		所見が紙幅を割いたのは精神科医療と障害者教育の問題点だ。
fact	1		日本の精神科病床数は経済協力開発機構（ＯＥＣＤ）加盟国全体の四割弱を占め、平均入院日数も突出している。
fact	1		所見は強制入院を障害を理由とする差別と断定し、制度を認める全ての法律の廃止を要請した。
fact	1		患者が病院内での虐待や非人道的な扱いを外部に報告しやすい仕組みの創設や、加害者の刑事処分を見逃さないことも勧告した。
fact	1		障害者教育についても、特別支援教育を分離教育と懸念し、中止に向けて障害のある子とない子が共に学べる「インクルーシブ（包摂）教育」に関する国の行動計画を採択するよう求めた。
fact	1		政府は通常教育と特別支援教育の選択は本人と保護者の意思によるとするが、教育委員会が特別支援教育を強く勧めた例は多い。永岡桂子文部科学相も「特別支援教育を中止する考えはない」と述べた。
fact	1		権利委のヨナス・ラスカス副委員長は「分離教育は（大人になっても）分断された社会を生む」と指摘する。
fact	1		ドイツ政府は、今年末に全廃予定だった原発三基のうち二基の全面稼働停止を来年四月まで延期する方針を決めた。
fact	1		ドイツは天然ガスの５５％をロシアから買い入れ、全世帯の半数で暖房用にガスを利用している。
fact	1		しかし、欧米の経済制裁に反発を強めるロシアは天然ガスの供給を段階的に削減し、現在は完全にストップしている。
fact	1		ドイツ政府は石炭火力発電の活用も検討したが、夏の干ばつでライン川の水位が下がり、石炭の運搬に支障が生じている
fact	1		さらに、フランスの原発の半数以上が機器の不調で運転をやめ、電力の融通も受けられなくなった。
fact	1		原発二基は非常用予備電源として待機させる。
fact	1		十七基あった原発を次々と廃炉にし、残る三基も今年末までに廃炉にして、脱原発を完了させる予定だった。
